,Title,Quality,Type,Price,Shipping,Returns
0,The Werewolf Collection (15 Movies),Brand New,DVD,$11.99,Free,Unknown
1,LEPRECHAUN: 8-FILM COLLECTION NEW DVD,Brand New,DVD,$14.75,Free,Unknown
2,Twilight Saga 5 Movie Collection [DVD] Set,Brand New,DVD,$19.49,Free,Unknown
3,ROB ZOMBIE'S HALLOWEEN/ HALLOWEEN 2 NEW DVD,Brand New,DVD,$9.93,Free,Unknown
4,Scream 4 [New DVD],Brand New,DVD,$9.78,Free,Free
5,CHRISTINE NEW DVD,Brand New,DVD,$9.97,Free,Unknown
6,Fear Blu-ray Mark Wahlberg NEW,Brand New,Blu-ray Disc,$9.35,Free,Unknown
7,5 Film Collection: Final Destination [New DVD],Brand New,DVD,$13.50,Free,Free
8,Island of Terror [New DVD],Brand New,DVD,$7.91,Free,Free
9,"Stephen King: Movies & TV Collection [New DVD] Boxed Set, Full Frame,",Brand New,DVD,$23.76,Free,Free
10,The Thing Blu-ray Mary Elizabeth Winstead NEW,Brand New,Unknown,$9.35,Free,Unknown
11,"4 Film Favorites: Critters Collection [New DVD] Full Frame, Widescreen",Brand New,DVD,$12.73,Free,Free
12,Scream 3-Movie Collection (Blu Ray 4-Disc Set) No Digital,Pre-Owned,Blu-ray Disc,$14.99,Unknown,Unknown
13,"The Stand [New Blu-ray] Amaray Case, Dubbed, Subtitled, Widescreen",Brand New,Blu-ray Disc,$10.86,Free,Free
14,The Houses October Built (DVD) BRAND NEW FACTORY SEALED Horror Free Shipping,Brand New,DVD,$7.95,Free,Free
15,The Sixth Sense (Collector's Edition Series) - DVD - VERY GOOD,Pre-Owned,DVD,$4.09,Free,Free
16,THE HAUNTING NEW DVD,Brand New,DVD,$7.97,Free,Unknown
17,"Freakshow (DVD, 2006 Uncut Version) ",Pre-Owned,DVD,$3.99,Free,Free
18,Jaws DVD Roy Scheider NEW,Brand New,DVD,$4.99,Free,Unknown
19,"The Stand [New DVD] Full Frame, 2 Pack, Dubbed, Subtitled, Sensormatic",Brand New,DVD,$8.10,Free,Free
20,The Wes Craven Horror Collection DVD  NEW,Brand New,DVD,$13.99,Free,Unknown
21,Blu-Ray Movies Lot Pick Your Own $3 - $6 - Flat Rate Shipping $3.5 Lot#2,Pre-Owned,Unknown,$3.00 to $5.00,Unknown,Unknown
22, Signs The Village 2-Movie Collection M Night Shyamalan DVD New Sealed ,Brand New,DVD,$5.99,Free,Unknown
23,3 from Hell DVD Bill Moseley NEW,Brand New,DVD,$7.99,Free,Unknown
24,Ma DVD Missi Pyle NEW,Brand New,DVD,$6.00,Free,Unknown
25,Signs [New DVD],Brand New,DVD,$7.22,Free,Free
26,Tremors The Complete Series DVD Victor Browne NEW,Brand New,DVD,$13.99,Free,Unknown
27,Jaws Blu-ray Roy Scheider NEW,Brand New,Blu-ray Disc,$5.99,Free,Unknown
28,Creepshow 2 [New DVD],Brand New,DVD,$8.87,Free,Free
29,Monster Hunter Blu-Ray with case. No Digital free shipping,New (Other),Unknown,$14.75,Free,Unknown
30,"Friday the 13th: 8-Movie Collection [New Blu-ray] Boxed Set, Dubbed, A",Brand New,Blu-ray Disc,$24.68,Free,Free
31,Shin Godzilla [New Blu-ray] Digital Copy,Brand New,Unknown,$15.00,Free,Free
32,Ginger Snaps Back 3: The Beginning [New DVD],Brand New,DVD,$13.39,Free,Free
33,Choice of Horror Movies $3 each. $2.99 Shipping No Matter How Many You Buy ,Pre-Owned,Unknown,$3.00,Unknown,Unknown
34,New ListingNEW titles added! Vinegar Syndrome DVD's ONLY! Horror/Exploitation. ,Pre-Owned,Unknown,$6.50 to $20.00,Unknown,Unknown
35,WER DVD A. J. Cook NEW,Brand New,DVD,$6.00,Free,Unknown
36,CURSE OF CHUCKY New Sealed DVD Unrated Edition,Brand New,DVD,$6.72,Free,Free
37,The Sentinel DVD Cristina Raines NEW,Brand New,DVD,$8.46,Free,Unknown
38,FREE SHIPPING🔥 IT DVD 2017 Stephen King Horror Movie Pennywise NEW MINT SEALED,Brand New,DVD,$9.97,Free,Free
39,10 Movie Horror Collection: Vol 15,Brand New,DVD,$9.99,Free,Free
40,Mama DVD Jessica Chastain NEW,Brand New,DVD,$4.99,Free,Unknown
41,The Witch,Brand New,DVD,$8.09,Unknown,Free
42,Psycho Goreman [New Blu-ray],Brand New,Unknown,$18.97,Free,Free
43,Critters Attack! [Blu-ray] NEW!,Brand New,Unknown,$8.99,Free,Unknown
44,The Forest DVD Natalie Dormer NEW,Brand New,DVD,$6.00,Free,Unknown
45,Nosferatu [New DVD],Brand New,DVD,$7.82,Free,Free
46,Stephen King's It [New DVD],Brand New,DVD,$7.58,Free,Free
47,Slaughter High [Bluray + Digital HD] [Blu-ray],Brand New,Blu-ray Disc,$18.99,Free,Unknown
48,Dark Shadows (Blu-ray) NEW!,Brand New,Blu-ray/Dvd,$7.99,Free,Unknown
49,Jaws 2 / Jaws 3 / Jaws The Revenge DVD Roy Scheider NEW,Brand New,DVD,$9.35,Free,Unknown
50,Heist [New DVD],Brand New,DVD,$8.42,Free,Free
51,Universal Classic Monsters Complete 30-Film Collection Blu-ray  NEW,Brand New,Blu-ray Disc,$99.99,Free,Unknown
52,Jaws 3-Movie Collection [New DVD] Snap Case,Brand New,DVD,$12.64,Free,Free
53,"The Predator [New DVD] Dolby, Subtitled, Widescreen",Brand New,DVD,$12.90,Free,Free
54,TRUCKS NEW DVD,Brand New,DVD,$9.93,Free,Unknown
55,Tales from the Hood 3 DVD Savannah Basley NEW,Brand New,DVD,$9.35,Free,Unknown
56,Sleepaway Camp (Collector's Edition) [New Blu-ray] With DVD,Brand New,Blu-ray/Dvd,$14.08,Free,Free
57,DOGORA,Brand New,DVD,$29.95,Free,Unknown
58,THE SHINING NEW DVD,Brand New,DVD,$7.81,Free,Unknown
59,"30 Days of Night [New Blu-ray] Ac-3/Dolby Digital, Dolby, Dubbed, Subt",Brand New,Blu-ray Disc,$7.58,Free,Free
60,Wrong Turn: The Foundation [New DVD],Brand New,DVD,$17.96,Free,Free
61,"George A. Romero's Diary of the Dead (Blu-ray Disc, 2008)",Brand New,Blu-ray Disc,$6.87,Free,Unknown
62,Chucky: Complete 7-Movie Collection [New DVD] Boxed Set Sealed New Region 1 USA,Brand New,DVD,$25.88,Free,Unknown
